,weight_class
3483,Welterweight
3484,Welterweight
3485,Lightweight
3486,Heavyweight
3487,Featherweight
3488,Heavyweight
3489,Featherweight
3490,Lightweight
3491,Flyweight
3492,Welterweight
3493,Bantamweight
3494,Heavyweight
3495,Lightweight
3496,Middleweight
3497,Welterweight
3498,Lightweight
3499,Welterweight
3500,Welterweight
3501,Bantamweight
3502,Middleweight
3503,Middleweight
3504,Welterweight
3505,Featherweight
3506,Welterweight
3507,Welterweight
3508,Light Heavyweight
3509,Heavyweight
3510,Bantamweight
3511,Welterweight
3512,Middleweight
3513,Lightweight
3514,Bantamweight
3515,Featherweight
3516,Featherweight
3517,Featherweight
3518,Featherweight
3519,Light Heavyweight
3520,Lightweight
3521,Featherweight
3522,Light Heavyweight
3523,Middleweight
3524,Middleweight
3525,Flyweight
3526,Light Heavyweight
3528,Welterweight
3529,Flyweight
3530,Featherweight
3531,Light Heavyweight
3532,Welterweight
3533,Flyweight
3534,Welterweight
3535,Welterweight
3537,Lightweight
3538,Lightweight
3539,Lightweight
3540,Lightweight
3541,Middleweight
3543,Lightweight
3544,Bantamweight
3545,Middleweight
3546,Featherweight
3547,Middleweight
3548,Middleweight
3549,Featherweight
3550,Middleweight
3551,Lightweight
3552,Heavyweight
3553,Lightweight
3554,Welterweight
3555,Welterweight
3556,Light Heavyweight
3557,Heavyweight
3558,Light Heavyweight
3560,Heavyweight
3561,Welterweight
3562,Lightweight
3563,Welterweight
3564,Bantamweight
3565,Lightweight
3566,Bantamweight
3567,Heavyweight
3568,Welterweight
3569,Light Heavyweight
3570,Welterweight
3571,Middleweight
3572,Featherweight
3573,Bantamweight
3574,Featherweight
3575,Welterweight
3576,Featherweight
3577,Middleweight
3578,Middleweight
3579,Heavyweight
3580,Heavyweight
3581,Light Heavyweight
3582,Lightweight
3583,Lightweight
3584,Welterweight
3585,Featherweight
3586,Welterweight
3587,Lightweight
3588,Welterweight
3589,Bantamweight
3590,Featherweight
3591,Middleweight
3592,Middleweight
3593,Lightweight
3594,Middleweight
3595,Featherweight
3596,Lightweight
3597,Lightweight
3598,Welterweight
3599,Bantamweight
3600,Light Heavyweight
3601,Flyweight
3602,Flyweight
3603,Lightweight
3604,Light Heavyweight
3605,Middleweight
3606,Heavyweight
3607,Light Heavyweight
3608,Lightweight
3609,Light Heavyweight
3611,Bantamweight
3612,Featherweight
3613,Featherweight
3614,Lightweight
3615,Heavyweight
3616,Lightweight
3617,Welterweight
3618,Featherweight
3619,Middleweight
3620,Lightweight
3621,Flyweight
3622,Lightweight
3623,Bantamweight
3624,Lightweight
3625,Middleweight
3626,Bantamweight
3627,Middleweight
3629,Heavyweight
3630,Middleweight
3631,Middleweight
3632,Middleweight
3633,Middleweight
3634,Middleweight
3635,Featherweight
3636,Featherweight
3637,Featherweight
3638,Light Heavyweight
3639,Lightweight
3640,Heavyweight
3641,Bantamweight
3642,Featherweight
3643,Featherweight
3644,Lightweight
3645,Middleweight
3646,Welterweight
3647,Featherweight
3648,Welterweight
3649,Middleweight
3650,Welterweight
3651,Welterweight
3652,Welterweight
3653,Welterweight
3654,Middleweight
3655,Lightweight
3656,Welterweight
3657,Featherweight
3658,Welterweight
3659,Lightweight
3660,Welterweight
3661,Bantamweight
3662,Bantamweight
3663,Light Heavyweight
3664,Heavyweight
3665,Lightweight
3666,Middleweight
3667,Featherweight
3668,Welterweight
3669,Middleweight
3670,Bantamweight
3671,Lightweight
3672,Welterweight
3674,Light Heavyweight
3675,Bantamweight
3676,Welterweight
3677,Welterweight
3678,Heavyweight
3679,Lightweight
3680,Featherweight
3681,Lightweight
3682,Welterweight
3683,Welterweight
3684,Welterweight
3685,Bantamweight
3686,Featherweight
3687,Light Heavyweight
3688,Welterweight
3689,Light Heavyweight
3690,Lightweight
3691,Lightweight
3692,Featherweight
3693,Middleweight
3694,Bantamweight
3695,Flyweight
3696,Featherweight
3697,Light Heavyweight
3698,Heavyweight
3699,Welterweight
3700,Flyweight
3701,Lightweight
3702,Welterweight
3703,Lightweight
3704,Lightweight
3705,Bantamweight
3706,Bantamweight
3707,Flyweight
3708,Light Heavyweight
3709,Lightweight
3710,Featherweight
3711,Lightweight
3712,Featherweight
3713,Welterweight
3714,Light Heavyweight
3715,Heavyweight
3716,Middleweight
3717,Welterweight
3718,Middleweight
3719,Middleweight
3720,Heavyweight
3721,Lightweight
3722,Featherweight
3723,Middleweight
3724,Featherweight
3725,Lightweight
3726,Light Heavyweight
3727,Lightweight
3728,Heavyweight
3729,Lightweight
3730,Middleweight
3731,Middleweight
3732,Middleweight
3733,Bantamweight
3734,Bantamweight
3735,Lightweight
3736,Lightweight
3737,Heavyweight
3738,Featherweight
3739,Flyweight
3740,Heavyweight
3741,Welterweight
3742,Heavyweight
3743,Featherweight
3744,Welterweight
3745,Bantamweight
3746,Lightweight
3747,Welterweight
3748,Bantamweight
3749,Lightweight
3750,Flyweight
3751,Lightweight
3752,Welterweight
3753,Lightweight
3754,Middleweight
3755,Featherweight
3756,Welterweight
3757,Welterweight
3758,Lightweight
3759,Light Heavyweight
3760,Lightweight
3761,Light Heavyweight
3762,Welterweight
3763,Welterweight
3764,Lightweight
3765,Bantamweight
3766,Lightweight
3767,Lightweight
3768,Lightweight
3769,Featherweight
3770,Bantamweight
3771,Welterweight
3772,Welterweight
3773,Middleweight
3774,Lightweight
3775,Featherweight
3776,Middleweight
3777,Light Heavyweight
3778,Lightweight
3779,Featherweight
3780,Welterweight
3781,Bantamweight
3782,Featherweight
3783,Middleweight
3784,Welterweight
3785,Lightweight
3786,Lightweight
3787,Bantamweight
3788,Bantamweight
3789,Flyweight
3790,Middleweight
3791,Light Heavyweight
3792,Heavyweight
3793,Light Heavyweight
3794,Welterweight
3795,Light Heavyweight
3796,Welterweight
3797,Featherweight
3798,Lightweight
3799,Featherweight
3800,Welterweight
3801,Middleweight
3802,Lightweight
3803,Heavyweight
3804,Welterweight
3805,Flyweight
3806,Welterweight
3807,Lightweight
3808,Welterweight
3809,Lightweight
3810,Lightweight
3811,Featherweight
3812,Flyweight
3813,Heavyweight
3814,Welterweight
3815,Bantamweight
3816,Lightweight
3817,Welterweight
3818,Welterweight
3819,Light Heavyweight
3820,Featherweight
3821,Middleweight
3822,Catch Weight
3823,Featherweight
3824,Light Heavyweight
3825,Flyweight
3826,Middleweight
3827,Light Heavyweight
3828,Featherweight
3829,Light Heavyweight
3830,Lightweight
3831,Welterweight
3832,Featherweight
3833,Welterweight
3834,Bantamweight
3835,Welterweight
3836,Lightweight
3837,Lightweight
3838,Middleweight
3839,Featherweight
3840,Featherweight
3841,Middleweight
3842,Bantamweight
3843,Bantamweight
3844,Featherweight
3845,Light Heavyweight
3846,Light Heavyweight
3847,Lightweight
3848,Welterweight
3849,Featherweight
3850,Featherweight
3851,Heavyweight
3852,Featherweight
3853,Flyweight
3854,Bantamweight
3855,Middleweight
3856,Heavyweight
3857,Welterweight
3858,Middleweight
3859,Light Heavyweight
3860,Bantamweight
3861,Featherweight
3862,Lightweight
3863,Middleweight
3864,Light Heavyweight
3865,Welterweight
3866,Middleweight
3867,Bantamweight
3868,Lightweight
3869,Bantamweight
3870,Flyweight
3871,Middleweight
3872,Welterweight
3873,Bantamweight
3874,Middleweight
3875,Light Heavyweight
3876,Middleweight
3877,Welterweight
3878,Featherweight
3879,Bantamweight
3880,Lightweight
3881,Lightweight
3882,Middleweight
3883,Lightweight
3884,Lightweight
3885,Catch Weight
3886,Middleweight
3887,Featherweight
3888,Heavyweight
3889,Featherweight
3890,Featherweight
3891,Middleweight
3892,Featherweight
3893,Middleweight
3894,Featherweight
3895,Lightweight
3896,Lightweight
3897,Welterweight
3898,Featherweight
3899,Featherweight
3900,Lightweight
3901,Welterweight
3902,Featherweight
3903,Middleweight
3904,Welterweight
3905,Welterweight
3906,Bantamweight
3907,Flyweight
3908,Welterweight
3909,Welterweight
3910,Bantamweight
3911,Welterweight
3912,Welterweight
3913,Featherweight
3914,Bantamweight
3915,Lightweight
3916,Middleweight
3917,Lightweight
3918,Welterweight
3919,Welterweight
3920,Lightweight
3921,Featherweight
3922,Featherweight
3923,Lightweight
3924,Lightweight
3925,Lightweight
3926,Lightweight
3927,Lightweight
3928,Bantamweight
3929,Heavyweight
3930,Heavyweight
3931,Heavyweight
3932,Heavyweight
3933,Heavyweight
3934,Featherweight
3935,Lightweight
3936,Middleweight
3937,Welterweight
3938,Lightweight
3939,Light Heavyweight
3940,Featherweight
3941,Featherweight
3942,Welterweight
3943,Lightweight
3944,Bantamweight
3945,Light Heavyweight
3946,Middleweight
3947,Middleweight
3948,Lightweight
3949,Lightweight
3950,Lightweight
3951,Bantamweight
3952,Bantamweight
3953,Lightweight
3954,Welterweight
3955,Middleweight
3956,Heavyweight
3957,Lightweight
3958,Flyweight
3959,Welterweight
3960,Flyweight
3961,Lightweight
3962,Featherweight
3963,Bantamweight
3964,Middleweight
3965,Light Heavyweight
3966,Welterweight
3967,Heavyweight
3968,Bantamweight
3969,Featherweight
3970,Lightweight
3971,Heavyweight
3972,Welterweight
3973,Lightweight
3974,Lightweight
3975,Welterweight
3976,Featherweight
3977,Light Heavyweight
3978,Middleweight
3979,Welterweight
3980,Featherweight
3981,Welterweight
3982,Bantamweight
3983,Welterweight
3984,Light Heavyweight
3985,Middleweight
3986,Lightweight
3987,Welterweight
3988,Featherweight
3989,Welterweight
3990,Flyweight
3991,Middleweight
3992,Light Heavyweight
3993,Light Heavyweight
3994,Featherweight
3995,Middleweight
3996,Welterweight
3997,Featherweight
3998,Heavyweight
3999,Lightweight
4000,Light Heavyweight
4001,Heavyweight
4002,Welterweight
4003,Middleweight
4004,Featherweight
4005,Lightweight
4006,Lightweight
4007,Bantamweight
4008,Middleweight
4009,Bantamweight
4010,Featherweight
4011,Welterweight
4012,Heavyweight
4013,Middleweight
4014,Heavyweight
4015,Bantamweight
4016,Bantamweight
4017,Featherweight
4018,Lightweight
4019,Lightweight
4020,Welterweight
4021,Heavyweight
4022,Welterweight
4023,Bantamweight
4024,Middleweight
4025,Featherweight
4026,Bantamweight
4027,Welterweight
4028,Welterweight
4029,Middleweight
4030,Welterweight
4031,Light Heavyweight
4032,Middleweight
4033,Middleweight
4034,Lightweight
4035,Heavyweight
4036,Featherweight
4037,Featherweight
4038,Lightweight
4039,Heavyweight
4040,Middleweight
4041,Lightweight
4042,Welterweight
4043,Bantamweight
4044,Heavyweight
4045,Middleweight
4046,Lightweight
4047,Welterweight
4048,Lightweight
4049,Featherweight
4050,Bantamweight
4051,Featherweight
4052,Middleweight
4053,Middleweight
4054,Welterweight
4055,Lightweight
4056,Lightweight
4057,Heavyweight
4058,Featherweight
4059,Welterweight
4060,Featherweight
4061,Heavyweight
4062,Lightweight
4063,Welterweight
4064,Light Heavyweight
4065,Featherweight
4066,Featherweight
4067,Lightweight
4068,Welterweight
4069,Lightweight
4070,Featherweight
4071,Light Heavyweight
4072,Heavyweight
4073,Light Heavyweight
4074,Welterweight
4075,Featherweight
4076,Light Heavyweight
4077,Middleweight
4078,Lightweight
4079,Bantamweight
4080,Lightweight
4081,Welterweight
4082,Lightweight
4083,Middleweight
4084,Featherweight
4085,Bantamweight
4086,Lightweight
4087,Bantamweight
4088,Featherweight
4089,Bantamweight
4090,Bantamweight
4091,Featherweight
4092,Featherweight
4093,Light Heavyweight
4094,Middleweight
4095,Bantamweight
4096,Welterweight
4097,Light Heavyweight
4098,Light Heavyweight
4099,Bantamweight
4100,Middleweight
4101,Lightweight
4102,Bantamweight
4103,Welterweight
4104,Lightweight
4105,Heavyweight
4106,Lightweight
4107,Featherweight
4108,Featherweight
4109,Welterweight
4110,Bantamweight
4111,Bantamweight
4112,Welterweight
4113,Light Heavyweight
4114,Middleweight
4115,Bantamweight
4116,Welterweight
4117,Light Heavyweight
4118,Lightweight
4119,Welterweight
4120,Heavyweight
4121,Featherweight
4122,Welterweight
4123,Bantamweight
4124,Welterweight
4125,Heavyweight
4126,Heavyweight
4127,Bantamweight
4128,Featherweight
4129,Lightweight
4130,Featherweight
4131,Light Heavyweight
4132,Lightweight
4133,Middleweight
4134,Middleweight
4135,Lightweight
4136,Featherweight
4137,Middleweight
4138,Featherweight
4139,Lightweight
4140,Middleweight
4141,Lightweight
4142,Heavyweight
4143,Featherweight
4144,Middleweight
4145,Middleweight
4146,Bantamweight
4147,Heavyweight
4148,Welterweight
4149,Lightweight
4150,Lightweight
4151,Lightweight
4152,Bantamweight
4153,Lightweight
4154,Welterweight
4155,Bantamweight
4156,Light Heavyweight
4157,Welterweight
4158,Heavyweight
4159,Heavyweight
4160,Lightweight
4161,Lightweight
4162,Middleweight
4163,Featherweight
4164,Bantamweight
4165,Light Heavyweight
4166,Welterweight
4167,Middleweight
4168,Featherweight
4169,Middleweight
4170,Lightweight
4171,Lightweight
4172,Welterweight
4173,Bantamweight
4174,Welterweight
4175,Welterweight
4176,Featherweight
4177,Welterweight
4178,Middleweight
4179,Light Heavyweight
4180,Lightweight
4181,Heavyweight
4182,Light Heavyweight
4183,Lightweight
4184,Middleweight
4185,Welterweight
4186,Bantamweight
4187,Welterweight
4188,Featherweight
4189,Bantamweight
4190,Welterweight
4191,Lightweight
4192,Lightweight
4193,Welterweight
4194,Middleweight
4195,Bantamweight
4196,Middleweight
4197,Light Heavyweight
4198,Featherweight
4199,Lightweight
4200,Lightweight
4201,Bantamweight
4202,Light Heavyweight
4203,Middleweight
4204,Welterweight
4205,Middleweight
4206,Welterweight
4207,Light Heavyweight
4208,Featherweight
4209,Bantamweight
4210,Welterweight
4211,Featherweight
4212,Middleweight
4213,Bantamweight
4214,Middleweight
4215,Lightweight
4216,Light Heavyweight
4217,Welterweight
4218,Lightweight
4219,Lightweight
4220,Bantamweight
4221,Middleweight
4222,Lightweight
4223,Bantamweight
4224,Heavyweight
4225,Welterweight
4226,Welterweight
4227,Heavyweight
4228,Featherweight
4229,Featherweight
4230,Lightweight
4231,Welterweight
4232,Featherweight
4233,Lightweight
4234,Heavyweight
4235,Featherweight
4236,Middleweight
4237,Heavyweight
4238,Lightweight
4239,Lightweight
4240,Middleweight
4241,Light Heavyweight
4242,Middleweight
4243,Featherweight
4244,Heavyweight
4245,Featherweight
4246,Welterweight
4247,Lightweight
4248,Middleweight
4249,Light Heavyweight
4250,Welterweight
4251,Lightweight
4252,Featherweight
4253,Welterweight
4254,Welterweight
4255,Bantamweight
4256,Bantamweight
4257,Light Heavyweight
4258,Heavyweight
4259,Heavyweight
4260,Welterweight
4261,Middleweight
4262,Bantamweight
4263,Middleweight
4264,Lightweight
4265,Bantamweight
4266,Bantamweight
4267,Welterweight
4268,Featherweight
4269,Light Heavyweight
4270,Light Heavyweight
4271,Lightweight
4272,Welterweight
4273,Welterweight
4274,Welterweight
4275,Bantamweight
4276,Middleweight
4277,Lightweight
4278,Featherweight
4279,Light Heavyweight
4280,Welterweight
4281,Welterweight
4282,Featherweight
4283,Heavyweight
4284,Featherweight
4285,Welterweight
4286,Bantamweight
4287,Heavyweight
4288,Welterweight
4289,Middleweight
4290,Lightweight
4291,Light Heavyweight
4292,Bantamweight
4293,Lightweight
4294,Middleweight
4295,Heavyweight
4296,Light Heavyweight
4297,Lightweight
4298,Welterweight
4299,Lightweight
4300,Bantamweight
4301,Catch Weight
4302,Featherweight
4303,Welterweight
4304,Middleweight
4305,Middleweight
4306,Bantamweight
4307,Light Heavyweight
4308,Lightweight
4309,Lightweight
4310,Bantamweight
4311,Middleweight
4312,Middleweight
4313,Light Heavyweight
4314,Middleweight
4315,Lightweight
4316,Welterweight
4317,Middleweight
4318,Lightweight
4319,Light Heavyweight
4320,Middleweight
4321,Light Heavyweight
4322,Featherweight
4323,Heavyweight
4324,Lightweight
4325,Middleweight
4326,Light Heavyweight
4327,Light Heavyweight
4328,Welterweight
4329,Bantamweight
4330,Lightweight
4331,Featherweight
4332,Bantamweight
4333,Lightweight
4334,Light Heavyweight
4335,Welterweight
4336,Lightweight
4337,Heavyweight
4338,Featherweight
4339,Heavyweight
4340,Lightweight
4341,Lightweight
4342,Welterweight
4343,Featherweight
4344,Lightweight
4345,Welterweight
4346,Bantamweight
4347,Middleweight
4348,Welterweight
4349,Lightweight
4350,Lightweight
4351,Featherweight
4352,Middleweight
4353,Featherweight
4354,Welterweight
4355,Lightweight
4356,Welterweight
4357,Heavyweight
4358,Lightweight
4359,Lightweight
4360,Welterweight
4361,Middleweight
4362,Lightweight
4363,Welterweight
4364,Welterweight
4365,Lightweight
4366,Lightweight
4367,Light Heavyweight
4368,Middleweight
4369,Welterweight
4370,Featherweight
4371,Lightweight
4372,Featherweight
4373,Lightweight
4374,Bantamweight
4375,Featherweight
4376,Middleweight
4377,Light Heavyweight
4378,Welterweight
4379,Middleweight
4380,Light Heavyweight
4381,Lightweight
4382,Welterweight
4383,Middleweight
4384,Welterweight
4385,Lightweight
4386,Lightweight
4387,Lightweight
4388,Middleweight
4389,Lightweight
4390,Welterweight
4391,Light Heavyweight
4392,Welterweight
4393,Light Heavyweight
4394,Welterweight
4395,Middleweight
4396,Light Heavyweight
4397,Welterweight
4398,Heavyweight
4399,Welterweight
4400,Welterweight
4401,Light Heavyweight
4402,Heavyweight
4403,Middleweight
4404,Middleweight
4405,Welterweight
4406,Lightweight
4407,Middleweight
4408,Heavyweight
4409,Middleweight
4410,Welterweight
4411,Welterweight
4412,Welterweight
4413,Light Heavyweight
4414,Heavyweight
4415,Lightweight
4416,Lightweight
4417,Light Heavyweight
4418,Heavyweight
4419,Light Heavyweight
4420,Welterweight
4421,Lightweight
4422,Lightweight
4423,Middleweight
4424,Heavyweight
4425,Lightweight
4426,Lightweight
4427,Welterweight
4428,Heavyweight
4429,Middleweight
4430,Lightweight
4431,Lightweight
4432,Lightweight
4433,Lightweight
4434,Light Heavyweight
4435,Middleweight
4436,Middleweight
4437,Welterweight
4438,Welterweight
4439,Lightweight
4440,Heavyweight
4441,Middleweight
4442,Lightweight
4443,Welterweight
4444,Lightweight
4445,Lightweight
4446,Middleweight
4447,Welterweight
4448,Welterweight
4449,Middleweight
4450,Welterweight
4451,Lightweight
4452,Welterweight
4453,Heavyweight
4454,Welterweight
4455,Light Heavyweight
4456,Welterweight
4457,Light Heavyweight
4458,Heavyweight
4459,Welterweight
4460,Light Heavyweight
4461,Middleweight
4462,Welterweight
4463,Lightweight
4464,Lightweight
4465,Welterweight
4466,Light Heavyweight
4467,Middleweight
4468,Lightweight
4469,Middleweight
4470,Heavyweight
4471,Middleweight
4472,Welterweight
4473,Light Heavyweight
4474,Lightweight
4475,Heavyweight
4476,Light Heavyweight
4477,Middleweight
4478,Middleweight
4479,Welterweight
4480,Heavyweight
4481,Middleweight
4482,Light Heavyweight
4483,Middleweight
4484,Lightweight
4485,Middleweight
4486,Lightweight
4487,Middleweight
4488,Middleweight
4489,Middleweight
4490,Heavyweight
4491,Light Heavyweight
4492,Heavyweight
4493,Welterweight
4494,Heavyweight
4495,Welterweight
4496,Lightweight
4497,Lightweight
4498,Middleweight
4499,Welterweight
4500,Welterweight
4501,Welterweight
4502,Light Heavyweight
4503,Middleweight
4504,Heavyweight
4505,Light Heavyweight
4506,Welterweight
4507,Welterweight
4508,Lightweight
4509,Lightweight
4510,Light Heavyweight
4511,Lightweight
4512,Middleweight
4513,Light Heavyweight
4514,Welterweight
4515,Lightweight
4516,Heavyweight
4517,Middleweight
4518,Middleweight
4519,Welterweight
4520,Welterweight
4521,Heavyweight
4522,Welterweight
4523,Middleweight
4524,Middleweight
4525,Lightweight
4526,Welterweight
4527,Lightweight
4528,Middleweight
4529,Light Heavyweight
4530,Welterweight
4531,Welterweight
4532,Lightweight
4533,Heavyweight
4534,Lightweight
4535,Heavyweight
4536,Middleweight
4537,Lightweight
4538,Lightweight
4539,Lightweight
4540,Lightweight
4541,Lightweight
4542,Middleweight
4543,Middleweight
4544,Welterweight
4545,Welterweight
4546,Heavyweight
4547,Lightweight
4548,Welterweight
4549,Lightweight
4550,Welterweight
4551,Welterweight
4552,Middleweight
4553,Light Heavyweight
4554,Welterweight
4555,Light Heavyweight
4556,Heavyweight
4557,Heavyweight
4558,Middleweight
4559,Lightweight
4560,Light Heavyweight
4561,Lightweight
4562,Welterweight
4563,Heavyweight
4564,Welterweight
4565,Light Heavyweight
