,#,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
3265,3265,Papy Abedi,James Head,Robert Sundel,2012-04-14,"Stockholm, Sweden",Blue,Welterweight,3,1.0,3.0,0.0,Orthodox,185.42,170.0,1.0,1.0,0.0,Southpaw,180.34,185.0,28.0,33.0
3266,3266,Cyrille Diabate,Tom DeBlass,Leon Roberts,2012-04-14,"Stockholm, Sweden",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,182.88,185.0,2.0,8.0,2.0,Southpaw,198.12,205.0,29.0,38.0
3267,3267,Francis Carmont,Magnus Cedenblad,Kristian Hacklou,2012-04-14,"Stockholm, Sweden",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,195.58,185.0,0.0,3.0,1.0,Orthodox,190.5,205.0,30.0,30.0
3268,3268,Reza Madadi,Yoislandy Izquierdo,Marko Gyllenland,2012-04-14,"Stockholm, Sweden",Red,Lightweight,3,0.0,0.0,0.0,Southpaw,180.34,155.0,0.0,0.0,0.0,Orthodox,180.34,155.0,28.0,33.0
3269,3269,Simeon Thoresen,Besam Yousef,Marc Goddard,2012-04-14,"Stockholm, Sweden",Red,Welterweight,3,0.0,0.0,0.0,Orthodox,180.34,170.0,0.0,0.0,0.0,Orthodox,185.42,170.0,27.0,28.0
3270,3270,Jason Young,Eric Wisely,Robert Sundel,2012-04-14,"Stockholm, Sweden",Red,Featherweight,3,1.0,1.0,0.0,Southpaw,172.72,145.0,2.0,6.0,0.0,Orthodox,175.26,145.0,27.0,25.0
3271,3271,Thiago Alves,Martin Kampmann,Herb Dean,2012-03-02,"Sydney, New South Wales, Australia",Blue,Welterweight,3,4.0,26.0,9.0,Orthodox,182.88,170.0,5.0,37.0,11.0,Orthodox,175.26,170.0,29.0,28.0
3272,3272,Joseph Benavidez,Yasuhiro Urushitani,Steve Perceval,2012-03-02,"Sydney, New South Wales, Australia",Red,Flyweight,4,0.0,0.0,0.0,Southpaw,165.1,125.0,0.0,6.0,2.0,Southpaw,162.56,125.0,35.0,27.0
3273,3273,Demetrious Johnson,Ian McCall,Leon Roberts,2012-03-02,"Sydney, New South Wales, Australia",Draw,Flyweight,4,0.0,0.0,0.0,Orthodox,165.1,125.0,1.0,11.0,2.0,Orthodox,160.02,125.0,27.0,25.0
3274,3274,Court McGee,Costas Philippou,John Sharp,2012-03-02,"Sydney, New South Wales, Australia",Blue,Middleweight,3,1.0,7.0,2.0,Orthodox,180.34,185.0,0.0,8.0,3.0,Orthodox,180.34,170.0,32.0,27.0
3275,3275,James Te Huna,Aaron Rosa,Leon Roberts,2012-03-02,"Sydney, New South Wales, Australia",Red,Light Heavyweight,3,1.0,6.0,1.0,Orthodox,193.04,205.0,1.0,5.0,2.0,Orthodox,187.96,185.0,28.0,30.0
3276,3276,Anthony Perosh,Nick Penner,John Sharp,2012-03-02,"Sydney, New South Wales, Australia",Red,Light Heavyweight,3,0.0,0.0,0.0,Southpaw,193.04,205.0,3.0,9.0,2.0,Orthodox,190.5,205.0,31.0,39.0
3277,3277,Cole Miller,Steven Siler,Steve Perceval,2012-03-02,"Sydney, New South Wales, Australia",Blue,Featherweight,3,0.0,3.0,1.0,Orthodox,180.34,145.0,3.0,19.0,7.0,Orthodox,185.42,145.0,25.0,27.0
3278,3278,Kyle Noke,Andrew Craig,Herb Dean,2012-03-02,"Sydney, New South Wales, Australia",Blue,Middleweight,3,0.0,0.0,0.0,Orthodox,185.42,170.0,1.0,6.0,3.0,Southpaw,185.42,170.0,26.0,31.0
3279,3279,TJ Waldburger,Jake Hecht,John Sharp,2012-03-02,"Sydney, New South Wales, Australia",Red,Welterweight,3,0.0,2.0,1.0,Orthodox,182.88,170.0,1.0,5.0,2.0,Orthodox,180.34,170.0,28.0,23.0
3280,3280,Mackens Semerzier,Daniel Pineda,Leon Roberts,2012-03-02,"Sydney, New South Wales, Australia",Blue,Featherweight,3,0.0,1.0,1.0,Orthodox,170.18,145.0,1.0,4.0,1.0,Orthodox,175.26,145.0,26.0,31.0
3281,3281,Oli Thompson,Shawn Jordan,,2012-03-02,"Sydney, New South Wales, Australia",Blue,Heavyweight,3,0.0,0.0,0.0,Southpaw,182.88,260.0,0.0,0.0,0.0,Orthodox,185.42,242.0,27.0,32.0
3282,3282,Frankie Edgar,Benson Henderson,Marc Goddard,2012-02-25,"Saitama, Japan",Blue,Lightweight,5,0.0,9.0,3.0,Southpaw,175.26,170.0,2.0,37.0,9.0,Orthodox,167.64,145.0,28.0,30.0
3283,3283,Rampage Jackson,Ryan Bader,Leon Roberts,2012-02-25,"Saitama, Japan",Blue,Light Heavyweight,3,2.0,17.0,6.0,Orthodox,187.96,205.0,3.0,30.0,7.0,Orthodox,185.42,205.0,28.0,33.0
3284,3284,Mark Hunt,Cheick Kongo,Herb Dean,2012-02-25,"Saitama, Japan",Red,Heavyweight,3,5.0,32.0,10.0,Orthodox,193.04,240.0,1.0,6.0,2.0,Orthodox,177.8,265.0,36.0,37.0
3285,3285,Yoshihiro Akiyama,Jake Shields,Marc Goddard,2012-02-25,"Saitama, Japan",Blue,Welterweight,3,2.0,9.0,1.0,Orthodox,182.88,170.0,3.0,10.0,1.0,Orthodox,177.8,170.0,33.0,36.0
3286,3286,Yushin Okami,Tim Boetsch,Leon Roberts,2012-02-25,"Saitama, Japan",Blue,Middleweight,3,3.0,18.0,5.0,Orthodox,182.88,185.0,3.0,36.0,10.0,Southpaw,187.96,170.0,31.0,30.0
3287,3287,Hatsu Hioki,Bart Palaszewski,Herb Dean,2012-02-25,"Saitama, Japan",Red,Featherweight,3,0.0,1.0,1.0,Orthodox,175.26,145.0,0.0,3.0,1.0,Orthodox,180.34,145.0,28.0,28.0
3288,3288,Anthony Pettis,Joe Lauzon,Marc Goddard,2012-02-25,"Saitama, Japan",Red,Lightweight,3,3.0,18.0,8.0,Orthodox,177.8,155.0,1.0,6.0,1.0,Orthodox,177.8,170.0,27.0,25.0
3289,3289,Takanori Gomi,Eiji Mitsuoka,Leon Roberts,2012-02-25,"Saitama, Japan",Red,Lightweight,3,0.0,0.0,0.0,Southpaw,170.18,145.0,3.0,7.0,1.0,Southpaw,170.18,155.0,36.0,33.0
3290,3290,Norifumi Yamamoto,Vaughan Lee,Herb Dean,2012-02-25,"Saitama, Japan",Blue,Bantamweight,3,1.0,3.0,0.0,Orthodox,167.64,125.0,2.0,6.0,0.0,Southpaw,162.56,135.0,29.0,34.0
3291,3291,Riki Fukuda,Steve Cantwell,Marc Goddard,2012-02-25,"Saitama, Japan",Red,Middleweight,3,4.0,13.0,1.0,Orthodox,187.96,185.0,1.0,3.0,0.0,Southpaw,182.88,185.0,25.0,31.0
3292,3292,Takeya Mizugaki,Chris Cariaso,Leon Roberts,2012-02-25,"Saitama, Japan",Blue,Bantamweight,3,1.0,9.0,2.0,Southpaw,160.02,125.0,1.0,8.0,2.0,Orthodox,170.18,135.0,30.0,28.0
3293,3293,Tiequan Zhang,Issei Tamura,Herb Dean,2012-02-25,"Saitama, Japan",Blue,Featherweight,3,0.0,0.0,0.0,Orthodox,165.1,135.0,1.0,4.0,1.0,Orthodox,172.72,155.0,27.0,33.0
3294,3294,Diego Sanchez,Jake Ellenberger,Dan Miragliotta,2012-02-15,"Omaha, Nebraska, USA",Blue,Welterweight,3,1.0,13.0,5.0,Orthodox,175.26,170.0,4.0,43.0,12.0,Southpaw,177.8,170.0,26.0,30.0
3295,3295,Stefan Struve,Dave Herman,Josh Rosenthal,2012-02-15,"Omaha, Nebraska, USA",Red,Heavyweight,3,0.0,2.0,1.0,Orthodox,193.04,242.0,3.0,14.0,6.0,Orthodox,210.82,265.0,27.0,23.0
3296,3296,Aaron Simpson,Ronny Markes,Jim Axtel,2012-02-15,"Omaha, Nebraska, USA",Blue,Middleweight,3,0.0,3.0,1.0,Orthodox,185.42,185.0,2.0,20.0,6.0,Orthodox,182.88,170.0,23.0,37.0
3297,3297,Stipe Miocic,Philip De Fries,Dan Miragliotta,2012-02-15,"Omaha, Nebraska, USA",Red,Heavyweight,3,0.0,3.0,1.0,Orthodox,195.58,250.0,0.0,3.0,1.0,Orthodox,193.04,240.0,25.0,29.0
3298,3298,TJ Dillashaw,Walel Watson,Josh Rosenthal,2012-02-15,"Omaha, Nebraska, USA",Red,Bantamweight,3,1.0,4.0,1.0,Orthodox,180.34,135.0,1.0,1.0,0.0,Orthodox,167.64,125.0,27.0,26.0
3299,3299,Ivan Menjivar,John Albert,Jim Axtel,2012-02-15,"Omaha, Nebraska, USA",Red,Bantamweight,3,0.0,1.0,1.0,,172.72,135.0,1.0,7.0,2.0,Orthodox,167.64,145.0,25.0,29.0
3300,3300,Jonathan Brookins,Vagner Rocha,Dan Miragliotta,2012-02-15,"Omaha, Nebraska, USA",Red,Featherweight,3,1.0,5.0,1.0,Orthodox,177.8,155.0,1.0,6.0,1.0,Southpaw,182.88,145.0,29.0,26.0
3301,3301,Anton Kuivanen,Justin Salas,Mark Powell,2012-02-15,"Omaha, Nebraska, USA",Blue,Lightweight,3,0.0,0.0,0.0,Southpaw,172.72,155.0,0.0,0.0,0.0,Orthodox,172.72,155.0,29.0,27.0
3302,3302,Tim Means,Bernardo Magalhaes,Bo Nesslein,2012-02-15,"Omaha, Nebraska, USA",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,175.26,155.0,0.0,0.0,0.0,Orthodox,187.96,170.0,30.0,27.0
3303,3303,Nick Diaz,Carlos Condit,Steve Mazzagatti,2012-02-04,"Las Vegas, Nevada, USA",Blue,Welterweight,5,1.0,11.0,4.0,Orthodox,187.96,170.0,4.0,27.0,7.0,Southpaw,185.42,185.0,27.0,28.0
3304,3304,Roy Nelson,Fabricio Werdum,Josh Rosenthal,2012-02-04,"Las Vegas, Nevada, USA",Blue,Heavyweight,3,2.0,7.0,2.0,Orthodox,193.04,231.0,2.0,11.0,3.0,Orthodox,182.88,263.0,34.0,35.0
3305,3305,Josh Koscheck,Mike Pierce,Herb Dean,2012-02-04,"Las Vegas, Nevada, USA",Red,Welterweight,3,2.0,20.0,5.0,Orthodox,172.72,170.0,5.0,41.0,14.0,Orthodox,177.8,170.0,31.0,34.0
3306,3306,Renan Barao,Scott Jorgensen,Kim Winslow,2012-02-04,"Las Vegas, Nevada, USA",Red,Bantamweight,3,0.0,4.0,2.0,Orthodox,165.1,135.0,0.0,4.0,2.0,Orthodox,167.64,135.0,29.0,25.0
3307,3307,Ed Herman,Clifford Starks,Josh Rosenthal,2012-02-04,"Las Vegas, Nevada, USA",Red,Middleweight,3,0.0,3.0,1.0,Orthodox,182.88,185.0,5.0,22.0,6.0,Orthodox,185.42,205.0,30.0,31.0
3308,3308,Dustin Poirier,Max Holloway,Steve Mazzagatti,2012-02-04,"Las Vegas, Nevada, USA",Red,Featherweight,3,0.0,0.0,0.0,Orthodox,180.34,155.0,0.0,8.0,3.0,Southpaw,175.26,155.0,20.0,23.0
3309,3309,Alex Caceres,Edwin Figueroa,Herb Dean,2012-02-04,"Las Vegas, Nevada, USA",Blue,Bantamweight,3,1.0,5.0,1.0,Orthodox,170.18,135.0,2.0,6.0,1.0,Southpaw,177.8,145.0,27.0,23.0
3310,3310,Matt Brown,Chris Cope,Kim Winslow,2012-02-04,"Las Vegas, Nevada, USA",Red,Welterweight,3,1.0,4.0,1.0,Orthodox,182.88,170.0,5.0,22.0,5.0,Orthodox,182.88,170.0,28.0,31.0
3311,3311,Matthew Riddle,Henry Martinez,Herb Dean,2012-02-04,"Las Vegas, Nevada, USA",Red,Welterweight,3,0.0,0.0,0.0,Southpaw,170.18,155.0,3.0,23.0,5.0,Southpaw,185.42,170.0,28.0,26.0
3312,3312,Rafael Natal,Michael Kuiper,Steve Mazzagatti,2012-02-04,"Las Vegas, Nevada, USA",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,182.88,185.0,2.0,9.0,1.0,Orthodox,182.88,185.0,22.0,29.0
3313,3313,Dan Stittgen,Stephen Thompson,Josh Rosenthal,2012-02-04,"Las Vegas, Nevada, USA",Blue,Welterweight,3,0.0,0.0,0.0,Orthodox,182.88,170.0,0.0,0.0,0.0,Orthodox,185.42,170.0,28.0,31.0
3314,3314,Rashad Evans,Phil Davis,Herb Dean,2012-01-28,"Chicago, Illinois, USA",Red,Light Heavyweight,5,0.0,12.0,5.0,Orthodox,187.96,205.0,2.0,34.0,11.0,Orthodox,182.88,205.0,27.0,32.0
3315,3315,Chael Sonnen,Michael Bisping,John McCarthy,2012-01-28,"Chicago, Illinois, USA",Red,Middleweight,3,3.0,34.0,12.0,Orthodox,185.42,185.0,4.0,24.0,5.0,Southpaw,185.42,205.0,32.0,34.0
3316,3316,Demian Maia,Chris Weidman,Herb Dean,2012-01-28,"Chicago, Illinois, USA",Blue,Middleweight,3,0.0,5.0,3.0,Orthodox,187.96,185.0,3.0,29.0,9.0,Southpaw,185.42,170.0,27.0,34.0
3317,3317,Evan Dunham,Nik Lentz,John McCarthy,2012-01-28,"Chicago, Illinois, USA",Red,Lightweight,3,3.0,23.0,5.0,Orthodox,172.72,155.0,2.0,17.0,5.0,Southpaw,177.8,155.0,27.0,30.0
3318,3318,Mike Russow,Jon Olav Einemo,Herb Dean,2012-01-28,"Chicago, Illinois, USA",Red,Heavyweight,3,1.0,2.0,0.0,Orthodox,198.12,253.0,0.0,8.0,3.0,Orthodox,185.42,255.0,36.0,35.0
3319,3319,Cub Swanson,George Roop,John McCarthy,2012-01-28,"Chicago, Illinois, USA",Red,Featherweight,3,4.0,15.0,2.0,Orthodox,185.42,135.0,1.0,2.0,0.0,Orthodox,172.72,145.0,30.0,28.0
3320,3320,Charles Oliveira,Eric Wisely,John McCarthy,2012-01-28,"Chicago, Illinois, USA",Red,Featherweight,3,0.0,0.0,0.0,Southpaw,172.72,145.0,3.0,8.0,2.0,Orthodox,177.8,155.0,27.0,22.0
3321,3321,Michael Johnson,Shane Roller,Herb Dean,2012-01-28,"Chicago, Illinois, USA",Red,Lightweight,3,2.0,6.0,1.0,Orthodox,177.8,155.0,2.0,5.0,1.0,Southpaw,177.8,145.0,32.0,25.0
3322,3322,Joey Beltran,Lavar Johnson,Robert Madrigal,2012-01-28,"Chicago, Illinois, USA",Blue,Heavyweight,3,0.0,0.0,0.0,Orthodox,193.04,240.0,3.0,17.0,3.0,Orthodox,185.42,185.0,34.0,30.0
3323,3323,Chris Camozzi,Dustin Jacoby,Robert Madrigal,2012-01-28,"Chicago, Illinois, USA",Red,Middleweight,3,1.0,3.0,0.0,Orthodox,193.04,185.0,2.0,10.0,2.0,Orthodox,187.96,185.0,23.0,25.0
3324,3324,Melvin Guillard,Jim Miller,Herb Dean,2012-01-20,"Nashville, Tennessee, USA",Blue,Lightweight,3,2.0,28.0,9.0,Southpaw,172.72,155.0,5.0,24.0,10.0,Orthodox,175.26,155.0,28.0,28.0
3325,3325,Duane Ludwig,Josh Neer,Josh Rosenthal,2012-01-20,"Nashville, Tennessee, USA",Blue,Welterweight,3,6.0,27.0,5.0,Orthodox,180.34,170.0,2.0,12.0,4.0,Orthodox,177.8,170.0,28.0,33.0
3326,3326,Mike Easton,Jared Papazian,Mario Yamasaki,2012-01-20,"Nashville, Tennessee, USA",Red,Bantamweight,3,0.0,0.0,0.0,Southpaw,172.72,135.0,0.0,2.0,1.0,Southpaw,167.64,135.0,23.0,27.0
3327,3327,Pat Barry,Christian Morecraft,Herb Dean,2012-01-20,"Nashville, Tennessee, USA",Red,Heavyweight,3,2.0,6.0,1.0,Orthodox,198.12,260.0,4.0,13.0,3.0,Orthodox,180.34,235.0,25.0,32.0
3328,3328,Jorge Rivera,Eric Schafer,Herb Dean,2012-01-20,"Nashville, Tennessee, USA",Red,Middleweight,3,5.0,15.0,3.0,Orthodox,190.5,185.0,7.0,28.0,7.0,Orthodox,185.42,185.0,34.0,39.0
3329,3329,Kamal Shalorus,Khabib Nurmagomedov,Mario Yamasaki,2012-01-20,"Nashville, Tennessee, USA",Blue,Lightweight,3,0.0,0.0,0.0,Orthodox,177.8,155.0,1.0,3.0,0.0,Orthodox,172.72,155.0,23.0,39.0
3330,3330,Charlie Brenneman,Daniel Roberts,Herb Dean,2012-01-20,"Nashville, Tennessee, USA",Red,Welterweight,3,3.0,12.0,3.0,Southpaw,177.8,170.0,2.0,12.0,3.0,Orthodox,177.8,155.0,31.0,30.0
3331,3331,Fabricio Camoes,Tommy Hayden,Josh Rosenthal,2012-01-20,"Nashville, Tennessee, USA",Red,Lightweight,3,0.0,0.0,0.0,Southpaw,175.26,145.0,2.0,5.0,0.0,Orthodox,177.8,155.0,25.0,33.0
3332,3332,Daniel Pineda,Pat Schilling,Mario Yamasaki,2012-01-20,"Nashville, Tennessee, USA",Red,Featherweight,3,0.0,0.0,0.0,Orthodox,172.72,145.0,0.0,0.0,0.0,Orthodox,170.18,145.0,23.0,26.0
3333,3333,Joseph Sandoval,Nick Denis,Josh Rosenthal,2012-01-20,"Nashville, Tennessee, USA",Blue,Bantamweight,3,0.0,0.0,0.0,Orthodox,170.18,135.0,1.0,1.0,0.0,Southpaw,170.18,135.0,28.0,25.0
3334,3334,Jose Aldo,Chad Mendes,Mario Yamasaki,2012-01-14,"Rio de Janeiro, Brazil",Red,Featherweight,5,0.0,6.0,2.0,Orthodox,167.64,145.0,0.0,10.0,2.0,Orthodox,170.18,145.0,26.0,25.0
3335,3335,Vitor Belfort,Anthony Johnson,Dan Miragliotta,2012-01-14,"Rio de Janeiro, Brazil",Red,Middleweight,3,3.0,18.0,7.0,Orthodox,187.96,205.0,5.0,20.0,9.0,Southpaw,182.88,185.0,27.0,34.0
3336,3336,Rousimar Palhares,Mike Massenzio,Leon Roberts,2012-01-14,"Rio de Janeiro, Brazil",Red,Middleweight,3,3.0,11.0,2.0,Southpaw,187.96,185.0,2.0,16.0,6.0,Orthodox,172.72,170.0,29.0,31.0
3337,3337,Erick Silva,Carlo Prater,Mario Yamasaki,2012-01-14,"Rio de Janeiro, Brazil",Blue,Welterweight,3,0.0,0.0,0.0,Switch,180.34,155.0,0.0,1.0,1.0,Orthodox,182.88,170.0,30.0,27.0
3338,3338,Edson Barboza,Terry Etim,Dan Miragliotta,2012-01-14,"Rio de Janeiro, Brazil",Red,Lightweight,3,3.0,19.0,6.0,Orthodox,185.42,155.0,0.0,9.0,3.0,Orthodox,180.34,155.0,26.0,25.0
3339,3339,Thiago Tavares,Sam Stout,Mario Yamasaki,2012-01-14,"Rio de Janeiro, Brazil",Red,Lightweight,3,5.0,29.0,6.0,Orthodox,175.26,155.0,5.0,27.0,6.0,Orthodox,170.18,145.0,27.0,27.0
3340,3340,Gabriel Gonzaga,Ednaldo Oliveira,Dan Miragliotta,2012-01-14,"Rio de Janeiro, Brazil",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,195.58,205.0,5.0,20.0,7.0,Orthodox,187.96,242.0,27.0,32.0
3341,3341,Iuri Alcantara,Michihiro Omigawa,Leon Roberts,2012-01-14,"Rio de Janeiro, Brazil",Red,Featherweight,3,4.0,15.0,1.0,Orthodox,167.64,145.0,0.0,3.0,1.0,Southpaw,175.26,135.0,36.0,31.0
3342,3342,Ricardo Funch,Mike Pyle,Mario Yamasaki,2012-01-14,"Rio de Janeiro, Brazil",Blue,Welterweight,3,3.0,16.0,4.0,Orthodox,182.88,170.0,2.0,5.0,0.0,Southpaw,177.8,170.0,36.0,31.0
3343,3343,Felipe Arantes,Antonio Carvalho,Leon Roberts,2012-01-14,"Rio de Janeiro, Brazil",Red,Featherweight,3,0.0,0.0,0.0,Orthodox,175.26,145.0,1.0,3.0,0.0,Orthodox,172.72,135.0,32.0,23.0
3344,3344,Brock Lesnar,Alistair Overeem,Mario Yamasaki,2011-12-30,"Las Vegas, Nevada, USA",Blue,Heavyweight,5,0.0,0.0,0.0,Orthodox,193.04,265.0,2.0,11.0,4.0,Orthodox,190.5,265.0,31.0,34.0
3345,3345,Nate Diaz,Donald Cerrone,Herb Dean,2011-12-30,"Las Vegas, Nevada, USA",Red,Lightweight,3,0.0,7.0,4.0,Orthodox,185.42,155.0,5.0,31.0,9.0,Southpaw,182.88,170.0,28.0,26.0
3346,3346,Jon Fitch,Johny Hendricks,Steve Mazzagatti,2011-12-30,"Las Vegas, Nevada, USA",Blue,Welterweight,3,1.0,16.0,6.0,Southpaw,175.26,185.0,2.0,43.0,13.0,Orthodox,182.88,170.0,28.0,33.0
3347,3347,Vladimir Matyushenko,Alexander Gustafsson,Yves Lavigne,2011-12-30,"Las Vegas, Nevada, USA",Blue,Light Heavyweight,3,1.0,7.0,4.0,Orthodox,195.58,205.0,3.0,22.0,7.0,Orthodox,182.88,205.0,24.0,40.0
3348,3348,Nam Phan,Jimy Hettes,Herb Dean,2011-12-30,"Las Vegas, Nevada, USA",Blue,Featherweight,3,0.0,2.0,1.0,Southpaw,175.26,145.0,2.0,9.0,1.0,Orthodox,167.64,135.0,24.0,28.0
3349,3349,Ross Pearson,Junior Assuncao,Mario Yamasaki,2011-12-30,"Las Vegas, Nevada, USA",Red,Featherweight,3,2.0,7.0,2.0,Orthodox,175.26,145.0,2.0,16.0,4.0,Orthodox,172.72,155.0,30.0,27.0
3350,3350,Anthony Njokuani,Danny Castillo,Steve Mazzagatti,2011-12-30,"Las Vegas, Nevada, USA",Blue,Lightweight,3,1.0,7.0,2.0,Orthodox,175.26,155.0,1.0,6.0,1.0,Orthodox,185.42,155.0,32.0,31.0
3351,3351,Dong Hyun Kim,Sean Pierson,Yves Lavigne,2011-12-30,"Las Vegas, Nevada, USA",Red,Welterweight,3,1.0,4.0,1.0,Southpaw,182.88,170.0,2.0,19.0,5.0,Southpaw,187.96,170.0,35.0,30.0
3352,3352,Jacob Volkmann,Efrain Escudero,Herb Dean,2011-12-30,"Las Vegas, Nevada, USA",Red,Lightweight,3,2.0,13.0,3.0,Orthodox,175.26,155.0,2.0,16.0,4.0,Southpaw,175.26,155.0,25.0,31.0
3353,3353,Manvel Gamburyan,Diego Nunes,Steve Mazzagatti,2011-12-30,"Las Vegas, Nevada, USA",Blue,Featherweight,3,1.0,6.0,1.0,Orthodox,167.64,145.0,4.0,11.0,2.0,Orthodox,165.1,135.0,29.0,30.0
3354,3354,Jon Jones,Lyoto Machida,John McCarthy,2011-12-10,"Toronto, Ontario, Canada",Red,Light Heavyweight,5,2.0,28.0,9.0,Southpaw,185.42,185.0,1.0,20.0,8.0,Orthodox,193.04,205.0,33.0,24.0
3355,3355,Frank Mir,Minotauro Nogueira,Herb Dean,2011-12-10,"Toronto, Ontario, Canada",Red,Heavyweight,3,2.0,13.0,4.0,Orthodox,190.5,240.0,5.0,27.0,13.0,Southpaw,190.5,264.0,35.0,32.0
3356,3356,Tito Ortiz,Rogerio Nogueira,Yves Lavigne,2011-12-10,"Toronto, Ontario, Canada",Blue,Light Heavyweight,3,2.0,10.0,2.0,Southpaw,187.96,205.0,10.0,61.0,15.0,Orthodox,190.5,205.0,35.0,36.0
3357,3357,Claude Patrick,Brian Ebersole,Josh Rosenthal,2011-12-10,"Toronto, Ontario, Canada",Blue,Welterweight,3,0.0,4.0,2.0,Southpaw,182.88,170.0,0.0,8.0,3.0,Orthodox,180.34,170.0,31.0,31.0
3358,3358,Mark Hominick,Chan Sung Jung,Herb Dean,2011-12-10,"Toronto, Ontario, Canada",Blue,Featherweight,3,0.0,2.0,1.0,Orthodox,170.18,145.0,1.0,11.0,3.0,Orthodox,172.72,145.0,24.0,29.0
3359,3359,Krzysztof Soszynski,Igor Pokrajac,Yves Lavigne,2011-12-10,"Toronto, Ontario, Canada",Blue,Light Heavyweight,3,3.0,11.0,2.0,Orthodox,182.88,205.0,2.0,18.0,6.0,Open Stance,185.42,205.0,32.0,34.0
3360,3360,Jared Hamman,Costas Philippou,John McCarthy,2011-12-10,"Toronto, Ontario, Canada",Blue,Middleweight,3,1.0,6.0,1.0,Orthodox,180.34,185.0,2.0,9.0,2.0,Orthodox,190.5,185.0,32.0,29.0
3361,3361,John Makdessi,Dennis Hallman,Josh Rosenthal,2011-12-10,"Toronto, Ontario, Canada",Blue,Lightweight,3,5.0,18.0,3.0,Orthodox,175.26,155.0,0.0,6.0,2.0,Orthodox,172.72,155.0,36.0,26.0
3362,3362,Walel Watson,Yves Jabouin,Yves Lavigne,2011-12-10,"Toronto, Ontario, Canada",Blue,Bantamweight,3,1.0,4.0,1.0,Orthodox,170.18,135.0,0.0,1.0,1.0,Orthodox,180.34,135.0,32.0,27.0
3363,3363,Mark Bocek,Nik Lentz,Herb Dean,2011-12-10,"Toronto, Ontario, Canada",Red,Lightweight,3,2.0,20.0,5.0,Orthodox,172.72,155.0,4.0,19.0,5.0,Orthodox,172.72,155.0,27.0,30.0
3364,3364,Rich Attonito,Jake Hecht,Josh Rosenthal,2011-12-10,"Toronto, Ontario, Canada",Blue,Welterweight,3,0.0,0.0,0.0,Orthodox,182.88,170.0,1.0,11.0,3.0,Orthodox,177.8,170.0,27.0,34.0
3365,3365,Mitch Clarke,John Cholish,John McCarthy,2011-12-10,"Toronto, Ontario, Canada",Blue,Lightweight,3,0.0,0.0,0.0,Orthodox,180.34,155.0,0.0,0.0,0.0,Orthodox,177.8,155.0,27.0,26.0
3366,3366,Michael Bisping,Jason Miller,Steve Mazzagatti,2011-12-03,"Las Vegas, Nevada, USA",Red,Middleweight,5,1.0,3.0,0.0,Orthodox,185.42,185.0,3.0,31.0,11.0,Orthodox,185.42,185.0,30.0,32.0
3367,3367,Diego Brandao,Dennis Bermudez,Josh Rosenthal,2011-12-03,"Las Vegas, Nevada, USA",Red,Featherweight,3,0.0,0.0,0.0,Orthodox,167.64,155.0,0.0,0.0,0.0,Orthodox,170.18,145.0,24.0,24.0
3368,3368,TJ Dillashaw,John Dodson,Herb Dean,2011-12-03,"Las Vegas, Nevada, USA",Blue,Bantamweight,3,0.0,0.0,0.0,Orthodox,160.02,135.0,0.0,0.0,0.0,Orthodox,167.64,125.0,27.0,25.0
